Name,Age,Department,Salary,Years_Experience,Promotion_Eligibility
Victoria Garcia,31.0,Sales,71400.0,8.0,Yes
Alexandra Ramos,41.0,Finance,76100.0,7.0,No
Diane Hughes,28.0,Customer Support,50500.0,4.0,Yes
Claudia Brooks,44.0,Sales,74600.0,17.0,Yes
Charles Yang,51.0,Operations,82100.0,11.0,Yes
Matthew Schwartz,36.0,Operations,64300.0,6.0,No
Mr. Lawrence Edwards,35.0,Engineering,86700.0,8.0,Yes
Matthew Mclaughlin PhD,30.0,Customer Support,54500.0,4.0,No
Angel Rojas,38.0,Marketing,70200.0,7.0,Yes
Kristen Ramirez,36.0,Engineering,87400.0,5.0,No
Daniel Bush,31.0,IT,79500.0,7.0,No
Donald Smith,31.0,Engineering,92700.0,6.0,Yes
Nicholas Humphrey,27.0,Sales,50600.0,4.0,No
Joshua Cooke,34.0,Customer Support,62200.0,7.0,Yes
Donald Cole,29.0,Sales,61900.0,7.0,No
Ashlee Lopez,35.0,Engineering,87200.0,11.0,Yes
Timothy Chavez,31.0,IT,77500.0,8.0,Yes
Robert Lozano,32.0,IT,81400.0,,Yes
Christopher Long,29.0,Marketing,66800.0,5.0,No
Danielle Murray,46.0,HR,51500.0,8.0,Yes
Aaron Boyd,33.0,Marketing,60200.0,4.0,No
Katelyn Curry,52.0,Engineering,92300.0,10.0,Yes
Laura Clarke,21.0,Engineering,72000.0,0.0,No
Kristen Larson,,IT,74400.0,7.0,Yes
Jamie Bond,37.0,Sales,64600.0,9.0,Yes
Adam Brooks,,IT,72600.0,10.0,Yes
Grace Miller,50.0,HR,66200.0,12.0,Yes
Christopher Burnett,36.0,IT,84700.0,12.0,Yes
Brandon Baker,35.0,Customer Support,54300.0,10.0,Yes
Ronald Juarez,27.0,Marketing,60100.0,3.0,No
Mrs. Virginia Daniels,39.0,Sales,56600.0,6.0,Yes
Richard Turner,50.0,IT,107600.0,,Yes
Antonio Garcia,28.0,Sales,66000.0,6.0,Yes
Michael Cortez,,Sales,60600.0,2.0,No
Shannon Cowan,31.0,Marketing,59500.0,3.0,No
Ethan Russell Jr.,43.0,Customer Support,62100.0,17.0,Yes
Mitchell Griffith,44.0,HR,69000.0,16.0,Yes
Brent Garcia,29.0,Engineering,86800.0,6.0,No
Nancy Jones,53.0,Operations,75500.0,19.0,Yes
Julie Martinez,24.0,HR,58300.0,2.0,No
Sherry Woods,,IT,69000.0,7.0,Yes
Connor Dominguez,36.0,IT,,12.0,Yes
Douglas Ryan,48.0,IT,112600.0,21.0,Yes
Jennifer Griffin,44.0,HR,71300.0,13.0,Yes
Michael Graham,38.0,Operations,65800.0,11.0,Yes
Robin York,40.0,Operations,77800.0,,Yes
Kimberly Flores,25.0,IT,72300.0,2.0,No
John Erickson,42.0,Engineering,82500.0,8.0,Yes
Amanda Conley,,Operations,63600.0,3.0,No
Ryan Alvarez,27.0,Operations,55300.0,4.0,Yes
Kayla Moore,,Engineering,107900.0,11.0,Yes
Carly Riggs,41.0,Engineering,96300.0,14.0,Yes
Natalie Martinez,44.0,Engineering,85200.0,8.0,Yes
Nicole Anderson,45.0,Marketing,70100.0,10.0,Yes
Susan Matthews,38.0,Engineering,93700.0,8.0,Yes
Jason Rhodes,35.0,Engineering,85100.0,7.0,Yes
Laurie Goodwin,39.0,Engineering,85900.0,10.0,Yes
Christian Garcia,48.0,Engineering,110400.0,19.0,Yes
Theresa Clark,21.0,Engineering,70600.0,0.0,No
Brent Stephens,35.0,Engineering,79400.0,6.0,No
Anna Cantu,35.0,Sales,67400.0,9.0,Yes
Brenda Gonzalez,32.0,Engineering,89300.0,8.0,Yes
Kelly Andersen,47.0,IT,94600.0,21.0,Yes
Steven Stein,44.0,Engineering,98400.0,18.0,Yes
Angel Lewis,36.0,Sales,58800.0,9.0,
Jamie Zhang,27.0,Marketing,59400.0,4.0,No
Lori Steele,23.0,IT,60000.0,1.0,No
Sara Hamilton,49.0,Customer Support,59000.0,13.0,Yes
Devin Ferrell,31.0,IT,67700.0,5.0,No
John Stewart,38.0,Sales,73200.0,12.0,Yes
David Mitchell,40.0,IT,88400.0,7.0,No
Kelly Williams,41.0,HR,73500.0,9.0,Yes
Michelle Mcdowell,26.0,Marketing,60500.0,2.0,No
Tammy Morris,36.0,IT,86400.0,6.0,Yes
Alexander Garrett,39.0,Operations,53900.0,6.0,No
Jeffery Ortega,,Marketing,68600.0,4.0,Yes
Michael Williams,40.0,Engineering,89200.0,8.0,No
Marilyn Wang,41.0,Engineering,84100.0,10.0,Yes
Kelly Beck,44.0,HR,76900.0,16.0,Yes
Catherine Davis,36.0,HR,49000.0,11.0,Yes
Michael Sims,35.0,Marketing,55000.0,9.0,Yes
Keith Horton,37.0,Customer Support,50100.0,5.0,No
Douglas Watkins,47.0,HR,61400.0,15.0,Yes
Donna Howell,33.0,IT,69000.0,6.0,No
Robert Chapman,49.0,IT,89400.0,10.0,Yes
Richard Wilson,28.0,Customer Support,36600.0,3.0,No
Jon Russo,49.0,Sales,75700.0,15.0,Yes
Amanda Anderson,30.0,Engineering,85100.0,6.0,No
Eric Russell,35.0,Finance,74500.0,9.0,Yes
Tiffany Peterson,29.0,Customer Support,49600.0,6.0,Yes
Mr. Joseph Bush,33.0,Sales,65900.0,8.0,Yes
David Murphy,27.0,Finance,70500.0,3.0,No
Samantha Garcia,57.0,Finance,,29.0,Yes
Sarah Taylor,35.0,Marketing,69900.0,8.0,Yes
Richard Stuart,47.0,Marketing,69100.0,10.0,Yes
Bethany Neal,27.0,Sales,55900.0,4.0,Yes
Mr. Don Flores,40.0,Sales,83600.0,15.0,Yes
Patrick Huerta,32.0,IT,75100.0,6.0,Yes
Olivia Gonzalez,27.0,Operations,54800.0,4.0,Yes
Jennifer Hurley,31.0,Operations,60600.0,4.0,No
Ashley Sullivan,33.0,Marketing,66000.0,7.0,Yes
Andrew Potter,30.0,HR,57900.0,7.0,No
Mary Richardson,37.0,Engineering,81700.0,7.0,Yes
Erika Maxwell,38.0,Customer Support,51600.0,9.0,Yes
Ashley Brown,30.0,Engineering,81600.0,6.0,No
Deborah Garza,30.0,HR,51900.0,6.0,No
Mark Meyer,27.0,Marketing,49200.0,2.0,No
Kevin Gregory,21.0,Sales,47200.0,0.0,No
Michael Flowers,23.0,HR,37200.0,2.0,No
Lawrence Martin,27.0,Engineering,73100.0,2.0,No
Phillip King,35.0,Sales,70000.0,9.0,Yes
Kevin Hansen,32.0,Marketing,55400.0,4.0,No
Susan Porter,35.0,Engineering,89000.0,10.0,Yes
Erica Alvarez,38.0,Operations,68600.0,8.0,Yes
Brittany Farley,29.0,Engineering,78400.0,4.0,No
Elizabeth Owens,29.0,Customer Support,54600.0,5.0,No
Danielle Thornton,32.0,Operations,56100.0,6.0,Yes
James Chapman,52.0,IT,92300.0,12.0,Yes
Mario Green,27.0,Engineering,92600.0,4.0,Yes
Brittany Clements MD,23.0,Sales,54000.0,1.0,No
Michelle Mcneil,21.0,Finance,65000.0,0.0,No
David Perkins,21.0,HR,45700.0,0.0,No
Ronald Garcia,45.0,Operations,85900.0,17.0,Yes
Casey Ferguson,39.0,Engineering,101100.0,13.0,Yes
Phillip Scott,26.0,IT,72300.0,2.0,No
Gavin Howell,51.0,Operations,82900.0,17.0,Yes
Joshua Vance,35.0,Customer Support,50100.0,5.0,No
Marc Brown,31.0,Sales,63900.0,5.0,Yes
William Lewis,46.0,IT,101600.0,20.0,Yes
Ana Thomas,28.0,Customer Support,49700.0,5.0,No
Alexander Davis,34.0,IT,75900.0,6.0,No
Daniel Graham,26.0,Finance,70800.0,4.0,No
Scott Nunez,35.0,Customer Support,56900.0,9.0,Yes
Parker Brown,47.0,IT,93100.0,13.0,Yes
Diana Myers,36.0,Finance,81700.0,11.0,Yes
Heather Hughes,21.0,Engineering,81700.0,0.0,No
Kathy Hull,36.0,Finance,,11.0,Yes
Michael Preston,32.0,Engineering,89100.0,9.0,Yes
Joanna Bradshaw,27.0,IT,63900.0,3.0,No
Rhonda Simmons,45.0,Engineering,98500.0,,Yes
Robert Rogers,46.0,Engineering,95100.0,9.0,Yes
Derrick Ramirez,39.0,Finance,74100.0,9.0,Yes
Nicholas Fitzgerald,32.0,Engineering,78400.0,4.0,No
Jeanette Garcia,27.0,Finance,61900.0,5.0,No
Alexander Collins,41.0,Marketing,74100.0,9.0,Yes
James Perez,26.0,Sales,61800.0,4.0,No
Sandra Lee,28.0,IT,72800.0,4.0,No
Tiffany Hood,36.0,Finance,80800.0,12.0,Yes
Joshua Miranda,34.0,HR,62500.0,8.0,No
Alexandra Holmes,33.0,IT,79000.0,8.0,Yes
Kimberly Wilson,34.0,Marketing,,6.0,No
Christopher Bass,38.0,Engineering,88000.0,12.0,Yes
Kevin Berry,44.0,Finance,68700.0,7.0,Yes
Todd Perry,49.0,Operations,74400.0,19.0,Yes
David Davis,30.0,Finance,69100.0,7.0,Yes
Jeremy Ross,34.0,Customer Support,42800.0,8.0,No
Crystal Hernandez,31.0,Finance,72400.0,3.0,Yes
Jared Smith,45.0,Sales,87100.0,20.0,Yes
Shawn Doyle,26.0,Engineering,69400.0,2.0,No
Anthony Washington,33.0,Engineering,78100.0,7.0,Yes
Brenda Payne,40.0,Engineering,85200.0,11.0,
Antonio Cole,29.0,HR,39100.0,2.0,No
Rebecca Boone,42.0,IT,84100.0,9.0,No
Fred Smith,37.0,Sales,63300.0,6.0,Yes
Tonya Campbell,,Engineering,88800.0,6.0,Yes
Mary Johnson,50.0,Engineering,109600.0,16.0,Yes
Donna Taylor,29.0,Finance,61200.0,4.0,Yes
Michael Suarez,30.0,Customer Support,48800.0,7.0,Yes
Kristen Gallegos,43.0,Sales,56400.0,8.0,Yes
Kevin Stokes,37.0,Customer Support,54500.0,11.0,Yes
Michael Leonard,21.0,Finance,49900.0,0.0,No
Krystal Jones,35.0,Sales,73200.0,,Yes
Elizabeth Hart,29.0,IT,72800.0,,No
Joshua Anderson,45.0,IT,87100.0,17.0,Yes
Samuel Lee,37.0,IT,74300.0,8.0,Yes
James Padilla,52.0,HR,77400.0,13.0,Yes
Jasmine Martin,30.0,Customer Support,45500.0,4.0,No
Chad Cortez,21.0,Engineering,63600.0,0.0,No
Nicole Gutierrez,34.0,Operations,55600.0,7.0,No
Beth Sanchez,22.0,Engineering,87900.0,0.0,
Anthony Wright,33.0,Engineering,83500.0,7.0,Yes
Courtney Briggs,28.0,Engineering,82600.0,5.0,No
Sharon Barajas,25.0,Customer Support,42600.0,3.0,Yes
Karen Hughes,46.0,Customer Support,51300.0,12.0,Yes
Laura Robertson,34.0,IT,83800.0,8.0,Yes
Matthew Farmer,21.0,Customer Support,40300.0,0.0,No
Julian Williams,47.0,IT,94200.0,16.0,Yes
Cristian Smith,35.0,Finance,75000.0,9.0,Yes
Elizabeth Miller,33.0,Engineering,97500.0,7.0,Yes
Christopher Lopez,21.0,Sales,43600.0,0.0,No
Dana Bennett,28.0,Finance,69500.0,,Yes
Jorge Stone,45.0,Marketing,64000.0,7.0,No
Linda French,25.0,IT,65900.0,2.0,No
William Weber,33.0,Engineering,87500.0,5.0,No
Jennifer Cummings,31.0,Engineering,78200.0,6.0,Yes
Casey Foster,37.0,Customer Support,55400.0,6.0,No
David Baker,33.0,Marketing,59800.0,4.0,No
Laura Griffin,29.0,Sales,56000.0,4.0,Yes
Vincent Reeves,21.0,Finance,57100.0,0.0,No
Kevin Escobar,45.0,IT,94200.0,15.0,Yes
Michael Parker,39.0,Customer Support,56700.0,10.0,Yes
David Morrison,33.0,Operations,,7.0,Yes
Marissa Bennett,44.0,IT,99200.0,20.0,Yes
Matthew Valencia,33.0,HR,54300.0,5.0,No
Kristi Jordan,21.0,Engineering,,0.0,No
Pamela Boyd,38.0,HR,51300.0,9.0,Yes
William Ramos,39.0,Customer Support,47900.0,8.0,Yes
Daniel Reynolds,23.0,Operations,46800.0,1.0,No
Crystal Hernandez,37.0,Engineering,93500.0,11.0,Yes
Julie Thompson,41.0,Customer Support,46400.0,10.0,Yes
Sharon Boyd,22.0,HR,53200.0,0.0,No
Rebecca Lee,31.0,IT,69900.0,5.0,Yes
Travis Hughes,33.0,Sales,71800.0,8.0,Yes
Antonio Walton,38.0,Operations,,6.0,No
Shane Short,33.0,Customer Support,41500.0,,Yes
Teresa Carter,30.0,Sales,46500.0,5.0,Yes
Jessica Smith,28.0,IT,77100.0,,No
Eileen Valdez,38.0,Marketing,52900.0,6.0,No
Adam Jackson,23.0,Marketing,63400.0,1.0,No
Dr. Lisa Ramos,32.0,Engineering,94900.0,8.0,Yes
Cameron Torres,24.0,Sales,47800.0,2.0,No
Eric Hall,55.0,Marketing,104700.0,29.0,Yes
Dr. Paul Olson,36.0,IT,78700.0,6.0,Yes
Daniel Mercer,44.0,Engineering,,7.0,Yes
Dr. Steve James,26.0,Engineering,71100.0,4.0,Yes
Brian Fuentes,38.0,IT,79300.0,9.0,Yes
Sharon Hicks,28.0,Sales,,4.0,No
Paul Estrada,36.0,Finance,65300.0,9.0,Yes
Allison Gilbert,31.0,IT,81900.0,8.0,Yes
Carla Reid DDS,30.0,Marketing,63200.0,6.0,No
Christopher Morris,40.0,HR,66200.0,16.0,Yes
Darrell Wong,27.0,Customer Support,51000.0,4.0,No
Joshua Navarro,41.0,Customer Support,58700.0,9.0,Yes
Todd Sherman,21.0,IT,73200.0,0.0,No
Frederick Mejia,44.0,HR,62800.0,10.0,Yes
Lacey Graves,36.0,HR,50600.0,5.0,No
Lisa Gibson,33.0,Engineering,80400.0,6.0,Yes
Michele Holland,31.0,IT,76900.0,7.0,Yes
Elizabeth Hill,33.0,IT,77100.0,6.0,Yes
Lisa Harris,,Sales,54300.0,5.0,Yes
Jamie Baird,37.0,Operations,64100.0,5.0,No
Mr. Michael Peters,40.0,Engineering,99500.0,13.0,Yes
Tammy Moore,48.0,Engineering,97300.0,10.0,Yes
Jesse Tucker,52.0,Engineering,107300.0,19.0,Yes
Jennifer Smith,31.0,Finance,80800.0,6.0,Yes
Alexandra Lyons,36.0,Engineering,84000.0,7.0,Yes
Sandra Casey,54.0,Sales,86000.0,26.0,Yes
Joseph Haynes,34.0,Customer Support,64100.0,8.0,Yes
Patricia Mitchell,24.0,Customer Support,50700.0,1.0,No
Monica Herrera,31.0,Engineering,84200.0,7.0,Yes
Tanya Hill,46.0,Sales,68300.0,9.0,Yes
Robert Savage,47.0,IT,109700.0,22.0,Yes
Heather Montes,26.0,IT,63200.0,4.0,Yes
John Ortega,28.0,Engineering,80500.0,4.0,Yes
Tracy Harrington,46.0,Operations,,8.0,Yes
Joseph Smith,39.0,Customer Support,51800.0,9.0,Yes
Melissa Nguyen DVM,38.0,HR,65800.0,9.0,Yes
Antonio Nichols,40.0,Marketing,65700.0,12.0,Yes
Elizabeth Wilson,41.0,Engineering,89800.0,10.0,Yes
Heidi Baldwin,42.0,Customer Support,,10.0,No
Paul Nguyen,33.0,Customer Support,49300.0,8.0,Yes
Angela Parker,34.0,Marketing,70100.0,8.0,Yes
Cynthia Taylor,42.0,Sales,,15.0,Yes
Jeffrey Taylor,43.0,Finance,88400.0,14.0,Yes
Mark Decker,37.0,IT,75600.0,5.0,Yes
Mr. Antonio Yang,,Operations,62000.0,12.0,Yes
Susan Baker,40.0,Sales,71200.0,13.0,Yes
Nicholas Abbott,30.0,Marketing,59500.0,7.0,Yes
Michael Arias,,HR,59900.0,11.0,Yes
Douglas Rose,,IT,96400.0,15.0,Yes
Jennifer White,32.0,Marketing,70400.0,9.0,Yes
Douglas Lopez,42.0,Operations,61500.0,8.0,Yes
Laura Singleton,27.0,Sales,50300.0,2.0,No
Allison Rice,26.0,Sales,56300.0,3.0,No
Lisa Goodwin,23.0,Sales,52900.0,1.0,No
Michelle Wilson,36.0,Finance,78500.0,12.0,Yes
Melissa Goodman,30.0,Engineering,,5.0,No
Elizabeth Hunter,44.0,Marketing,73600.0,8.0,Yes
Ryan Pierce,39.0,Sales,71300.0,6.0,No
Paul Anderson,33.0,IT,80300.0,6.0,No
Katherine Stark,41.0,Engineering,99200.0,16.0,Yes
Richard Rogers,,Finance,78100.0,9.0,Yes
Joseph Hill,38.0,HR,58900.0,7.0,Yes
Trevor Sparks,36.0,Marketing,77500.0,8.0,No
James Schaefer,46.0,Operations,72300.0,15.0,Yes
Steven Flores,49.0,IT,113900.0,23.0,Yes
Amber Walker,27.0,Operations,63200.0,4.0,No
Kyle Blake,40.0,Operations,62000.0,9.0,Yes
Shannon Sosa,30.0,Engineering,77800.0,5.0,Yes
Chad King,36.0,,64200.0,10.0,No
Mario White,37.0,Engineering,97500.0,9.0,Yes
Jose Lawrence,21.0,Sales,42900.0,0.0,No
Matthew Watts,39.0,,82100.0,11.0,Yes
Barbara Glover,26.0,Engineering,81800.0,4.0,Yes
Colleen Cruz,41.0,Engineering,95400.0,12.0,Yes
Michelle Sanders,41.0,IT,90500.0,13.0,Yes
Sophia Dawson,39.0,Marketing,71100.0,8.0,Yes
Tony Smith,36.0,Finance,79200.0,13.0,Yes
Timothy Sexton,34.0,IT,83300.0,11.0,Yes
Mandy Henderson,29.0,Engineering,75700.0,5.0,No
Tony Ramsey,34.0,IT,69200.0,4.0,Yes
Christine Parker,37.0,Customer Support,49000.0,5.0,Yes
Kimberly Ryan,41.0,IT,79400.0,10.0,Yes
Tracy Atkins,54.0,Engineering,124900.0,26.0,Yes
Dawn Garrett,48.0,Engineering,112700.0,20.0,Yes
Lisa Johnson,34.0,Finance,66400.0,4.0,Yes
Jennifer Brown,37.0,Customer Support,51100.0,6.0,Yes
Amy Diaz,43.0,IT,95800.0,18.0,Yes
Mr. Richard Knight PhD,51.0,Engineering,100000.0,,Yes
Lisa Long,35.0,Engineering,90700.0,8.0,Yes
Denise Martinez,55.0,Engineering,113700.0,25.0,Yes
Carol Gay,38.0,IT,77700.0,6.0,No
Victoria Juarez,38.0,Finance,77600.0,6.0,Yes
Monica Oconnor,23.0,Sales,53000.0,2.0,No
Bethany Baxter MD,21.0,Sales,49400.0,0.0,No
Michael Cruz,38.0,Sales,,6.0,Yes
Rhonda Clark,21.0,Sales,60900.0,0.0,No
Olivia Carter,41.0,IT,72700.0,7.0,Yes
Valerie Lopez,43.0,IT,,12.0,Yes
Samantha Douglas,37.0,,73800.0,9.0,Yes
Melanie Preston,25.0,HR,41100.0,2.0,Yes
Theresa Colon,24.0,Engineering,78600.0,,No
Kenneth Reynolds,21.0,Marketing,44100.0,0.0,No
James Weaver,42.0,Engineering,82300.0,8.0,Yes
Victoria Webb,26.0,IT,71000.0,3.0,No
Corey Pacheco,41.0,Engineering,83200.0,9.0,Yes
Charles Garcia,48.0,Operations,69900.0,13.0,Yes
Dylan Patel,57.0,Sales,100900.0,21.0,Yes
Susan Hogan,50.0,HR,74100.0,20.0,Yes
Joshua Mcbride,30.0,Marketing,54600.0,5.0,No
Debbie Carrillo,40.0,Sales,79500.0,16.0,Yes
Jennifer Avila,39.0,HR,67500.0,13.0,Yes
Joseph Woodward,21.0,Marketing,57700.0,0.0,No
Justin Yu,38.0,IT,82800.0,10.0,Yes
Jennifer Sullivan,30.0,Operations,,5.0,Yes
Phillip Berry,23.0,IT,81500.0,2.0,No
Kathleen Marshall,40.0,Marketing,59500.0,9.0,Yes
Eric Moore,21.0,Finance,60000.0,0.0,No
Danielle Wilson,34.0,Marketing,68700.0,10.0,Yes
Carlos Miller,54.0,HR,85800.0,21.0,Yes
Tamara Riddle,37.0,Sales,67000.0,9.0,Yes
Joseph Sullivan,33.0,Marketing,66600.0,7.0,Yes
Deborah Stewart,25.0,HR,45600.0,1.0,No
Kiara Preston,33.0,Sales,55500.0,6.0,Yes
Mario Peters,30.0,Finance,68600.0,4.0,Yes
Jill Taylor,45.0,Operations,69800.0,17.0,Yes
Frank Todd,27.0,Sales,55000.0,4.0,No
Kevin Davis,45.0,Marketing,81900.0,18.0,Yes
Cindy Williams,21.0,IT,65700.0,0.0,No
Donna Beck,35.0,Finance,71600.0,8.0,Yes
Kenneth Snyder,40.0,Finance,87900.0,14.0,Yes
Michael Serrano,43.0,Marketing,73000.0,13.0,Yes
Scott Hernandez,39.0,Engineering,82100.0,8.0,Yes
Pam Miller,35.0,Marketing,70100.0,5.0,Yes
Erin Warner,23.0,Engineering,67300.0,1.0,No
Vanessa Morris,31.0,Operations,60000.0,4.0,Yes
Pamela Jordan,24.0,Customer Support,42500.0,2.0,No
Samantha Parker,49.0,IT,94500.0,,Yes
Mackenzie Price DDS,41.0,Sales,76000.0,16.0,Yes
Cory Thomas,27.0,Finance,58300.0,2.0,No
Elizabeth Nicholson,25.0,Finance,59700.0,2.0,No
Jason Norris,31.0,Marketing,51600.0,4.0,No
Joe Martinez,33.0,IT,82900.0,6.0,No
Jonathan York,40.0,,68200.0,7.0,Yes
Adam Holland,30.0,Finance,66700.0,3.0,No
Erik Delacruz,,Engineering,100700.0,13.0,Yes
Cheryl Jackson,30.0,Sales,59000.0,4.0,No
Richard Beasley,47.0,Engineering,83400.0,9.0,Yes
David Rodriguez,42.0,Sales,77900.0,16.0,Yes
Tina Dougherty,21.0,Engineering,81100.0,0.0,No
Pamela Diaz,30.0,IT,64000.0,4.0,No
Monica Smith,36.0,Marketing,72700.0,7.0,Yes
Leslie Bauer,42.0,Engineering,88200.0,7.0,No
Jacob Kennedy,31.0,Marketing,69600.0,7.0,No
David Torres,21.0,IT,62900.0,0.0,No
Nicholas Chung,46.0,HR,77600.0,16.0,Yes
Andrew Harris,56.0,Finance,101100.0,25.0,Yes
Thomas Peterson,37.0,Finance,85400.0,10.0,Yes
Emily Morris,37.0,Finance,78800.0,6.0,Yes
Desiree Jimenez,35.0,Engineering,84200.0,,Yes
Erin Ortega,53.0,HR,73300.0,12.0,Yes
Sean Mendez,26.0,HR,51700.0,3.0,No
Katherine Phillips,21.0,Customer Support,35200.0,0.0,No
Arthur Krueger,32.0,Operations,,5.0,No
Jeffrey Hall,41.0,Sales,74900.0,15.0,Yes
Cynthia Morris,37.0,Operations,76900.0,14.0,Yes
Courtney Sanders,37.0,Sales,76000.0,12.0,Yes
Christopher Powell,37.0,Marketing,53300.0,6.0,No
Stephanie Smith,38.0,Sales,66000.0,10.0,Yes
Dana Savage,39.0,Operations,55300.0,7.0,Yes
Andrea Taylor,34.0,Sales,48800.0,5.0,Yes
Robert Jones,33.0,Engineering,100700.0,10.0,Yes
Sara Fuller,40.0,Customer Support,47100.0,8.0,Yes
Mary Lewis,26.0,Marketing,54200.0,2.0,No
John Ward,33.0,Finance,67000.0,5.0,No
Mike Buchanan,35.0,IT,72500.0,6.0,No
Gary Chavez,31.0,IT,83500.0,3.0,No
Michael Johnson,47.0,,80600.0,22.0,Yes
Mark Weaver,38.0,HR,,14.0,Yes
Jeffrey Ford,24.0,IT,68500.0,2.0,No
Nicholas Holland Jr.,46.0,IT,86300.0,10.0,Yes
Matthew Moon,34.0,Operations,62700.0,5.0,Yes
Amanda Shelton,37.0,Engineering,98900.0,13.0,Yes
Ashley Mills,31.0,IT,75800.0,7.0,Yes
Jody Rice,48.0,Marketing,,20.0,Yes
Lisa Cervantes,43.0,Engineering,103200.0,16.0,Yes
Kelli Mccoy,54.0,,87600.0,22.0,Yes
Jamie Walton,27.0,Customer Support,53700.0,3.0,No
Luke Hansen,27.0,Operations,59400.0,,Yes
Adrian Morris,34.0,IT,80300.0,5.0,No
Aimee Gonzalez,33.0,Marketing,74100.0,8.0,No
Jeffrey Howell,28.0,IT,78500.0,5.0,Yes
Chad Thornton,42.0,Operations,65000.0,8.0,Yes
Ryan Palmer,32.0,Sales,67200.0,7.0,Yes
Karen Fernandez,29.0,Finance,68600.0,6.0,No
Scott Brown,27.0,Customer Support,40300.0,4.0,No
Diane Brown,30.0,Finance,69800.0,7.0,Yes
Marcus King,28.0,Engineering,81500.0,4.0,No
Alexis Olsen,39.0,Customer Support,54500.0,8.0,Yes
Christine Zavala,32.0,Marketing,63500.0,8.0,Yes
Caitlin Wilson,43.0,IT,83200.0,10.0,Yes
Valerie Gonzalez,41.0,IT,74100.0,10.0,Yes
Stephanie Colon,49.0,HR,67000.0,12.0,Yes
Zachary Michael,21.0,HR,42000.0,0.0,No
Sara Stuart,56.0,Sales,89200.0,23.0,Yes
Jill Smith DDS,42.0,Finance,89900.0,14.0,Yes
Tonya Alexander,46.0,HR,70700.0,,Yes
Lori Valentine,30.0,Operations,56000.0,7.0,Yes
Mary Compton,46.0,Sales,66300.0,9.0,Yes
James Peck,29.0,Finance,,7.0,Yes
Chelsea Gill,46.0,Operations,81800.0,16.0,Yes
Ryan Carpenter,40.0,Customer Support,74900.0,16.0,Yes
Jennifer Mendoza,31.0,Customer Support,46500.0,4.0,Yes
Nancy Brown,42.0,HR,52700.0,9.0,Yes
Colton Williams,35.0,Operations,50700.0,4.0,No
Justin Walker,25.0,HR,52600.0,2.0,Yes
Steven Small,37.0,HR,70000.0,11.0,Yes
Jacob Allen,22.0,HR,52500.0,1.0,No
Joan Wilson,27.0,HR,57900.0,4.0,Yes
Rodney Avila,35.0,Finance,68100.0,5.0,Yes
Jill Reynolds,34.0,Sales,68200.0,6.0,Yes
Kristin Brown,21.0,Sales,39400.0,0.0,No
Kelly Johnston,23.0,Sales,57600.0,1.0,
Patricia Boyd,22.0,Engineering,,1.0,No
Joseph Meyers,38.0,IT,88100.0,6.0,No
Kelsey Lewis,24.0,Sales,54800.0,2.0,Yes
Kimberly Jones,38.0,Sales,70800.0,14.0,Yes
Stacey Howe,28.0,Sales,55900.0,5.0,Yes
Nichole Klein,33.0,Engineering,86600.0,4.0,Yes
Corey Johnson,41.0,Sales,80000.0,14.0,Yes
James Dudley,43.0,Sales,72600.0,13.0,Yes
Jessica Lowery,29.0,Engineering,90100.0,5.0,No
Suzanne Bailey,33.0,Sales,53100.0,5.0,Yes
Lori Mason,38.0,Operations,59700.0,12.0,Yes
Benjamin Alvarez,34.0,IT,,11.0,Yes
Timothy Jacobs,27.0,Operations,54300.0,3.0,
Daniel Carter,47.0,Engineering,102700.0,18.0,Yes
Christopher Mcdowell,26.0,Engineering,78700.0,4.0,Yes
Dana Stanley,42.0,Operations,64500.0,10.0,Yes
Kim James,33.0,Sales,58200.0,8.0,Yes
Natalie Watson,46.0,Engineering,92600.0,8.0,No
Erica White,38.0,Sales,73300.0,11.0,Yes
Pamela Dixon,35.0,IT,82400.0,8.0,No
Juan Davis,26.0,Marketing,54500.0,2.0,No
Jason Day,,Sales,53900.0,8.0,Yes
John Griffith,27.0,HR,60700.0,5.0,Yes
Kathy Steele,46.0,Marketing,73500.0,14.0,Yes
Mrs. Kimberly Mooney,35.0,Engineering,92200.0,9.0,Yes
Michelle King,38.0,Operations,64500.0,8.0,Yes
Stacey Thomas,38.0,Engineering,87500.0,9.0,Yes
Christina Perez,44.0,HR,67500.0,14.0,Yes
Ashley Parrish,38.0,Operations,66100.0,14.0,Yes
Martin Wilcox,,,63700.0,8.0,Yes
Rebecca Roberts,44.0,Operations,62900.0,9.0,Yes
Erica Moon,24.0,Engineering,77300.0,1.0,Yes
Craig Daniels,31.0,Customer Support,55100.0,8.0,No
Tracey Hogan,29.0,Engineering,77300.0,3.0,No
Sharon Newton,21.0,IT,57900.0,0.0,No
Carol Carter,41.0,Customer Support,71700.0,15.0,Yes
Christopher Smith,,Operations,65400.0,11.0,Yes
Mr. Thomas Garcia,37.0,Sales,55500.0,12.0,Yes
Nicholas Rasmussen,45.0,Sales,74400.0,16.0,Yes
John Bell,40.0,IT,74400.0,7.0,No
Mr. John Decker MD,44.0,IT,85800.0,11.0,Yes
Melinda Hill,33.0,IT,67300.0,6.0,No
Anna Wong,27.0,Operations,52400.0,2.0,No
Amanda Brown,39.0,IT,93500.0,12.0,Yes
Dana Wolfe,43.0,Engineering,109800.0,17.0,Yes
